# Goxel 0.7.2
# One line per voxel
# X Y Z RRGGBB
-5 0 27 14590d
-4 0 27 145a0d
-3 0 27 1e5b0d
-2 0 27 255b0d
-16 1 27 13590d
-15 1 27 14590d
-14 1 27 13590d
-13 1 27 14590d
-12 1 27 14590d
-11 1 27 14590d
-10 1 27 14590d
-9 1 27 145a0d
-8 1 27 145a0d
-7 1 27 14590d
-6 1 27 14590d
-5 1 27 13590d
-4 1 27 145a0d
-3 1 27 175b0d
-2 1 27 145b0d
-16 2 27 13590d
-15 2 27 14590d
-14 2 27 13590d
-13 2 27 13590d
-12 2 27 145a0d
-11 2 27 14590d
-10 2 27 14590d
-9 2 27 14590d
-8 2 27 145a0d
-7 2 27 145a0d
-6 2 27 14590d
-5 2 27 14590d
-4 2 27 145a0d
-3 2 27 145b0d
-2 2 27 145b0d
-16 3 27 13590d
-15 3 27 14590d
-14 3 27 14590d
-13 3 27 14590d
-12 3 27 14590d
-11 3 27 14590d
-10 3 27 14590d
-9 3 27 14590d
-8 3 27 14590d
-7 3 27 145a0d
-6 3 27 14590d
-5 3 27 14590d
-4 3 27 145a0d
-3 3 27 145b0d
-2 3 27 145b0d
-16 4 27 14590d
-15 4 27 14590d
-14 4 27 145a0d
-13 4 27 14590d
-12 4 27 14590d
-11 4 27 14590d
-10 4 27 14590d
-9 4 27 14590d
-8 4 27 18590d
-7 4 27 19590d
-6 4 27 17590d
-5 4 27 145a0d
-4 4 27 145a0d
-3 4 27 145b0d
-2 4 27 145b0d
-16 5 27 14590d
-15 5 27 145a0d
-14 5 27 145a0d
-13 5 27 14590d
-12 5 27 14590d
-11 5 27 14590d
-10 5 27 14590d
-9 5 27 1b590d
-8 5 27 2c590d
-7 5 27 305a0d
-3 5 27 145b0d
-16 6 27 14590d
-15 6 27 14590d
-14 6 27 145a0d
-13 6 27 145a0d
-16 7 27 135a0d
-15 7 27 145b0d
-14 7 27 145b0d
-13 7 27 145b0d
-16 8 27 12590d
-15 8 27 145b0d
-14 8 27 145b0d
-13 8 27 145b0d
-16 9 27 12590d
-15 9 27 12590d
-14 9 27 145b0d
-13 9 27 145b0d
-1 9 27 145b0d
-16 10 27 12590d
-15 10 27 12590d
-14 10 27 12590d
-13 10 27 12590d
-12 10 27 135a0d
-16 11 27 12590d
-15 11 27 12590d
-14 11 27 12590d
-13 11 27 12590d
-12 11 27 12590d
-1 11 27 1f5b0d
-16 12 27 12590d
-15 12 27 12590d
-14 12 27 12590d
-13 12 27 12590d
-12 12 27 12590d
-1 12 27 185b0d
-14 13 27 12590d
-13 13 27 12590d
-2 13 27 145b0d
-1 13 27 145b0d
-9 14 27 145b0d
-8 14 27 145b0d
-2 14 27 145b0d
-1 14 27 145b0d
-9 15 27 145b0d
-8 15 27 145b0d
-7 15 27 145b0d
-3 15 27 145b0d
-2 15 27 145b0d
-1 15 27 145b0d
-15 0 28 14590d
-14 0 28 13590d
-13 0 28 13590d
-12 0 28 13590d
-11 0 28 13590d
-10 0 28 145a0d
-9 0 28 135a0d
-8 0 28 13590d
-7 0 28 13590d
-6 0 28 13590d
-5 0 28 13590d
-4 0 28 165a0d
-3 0 28 235b0d
-2 0 28 1b5b0d
-16 1 28 12590d
-15 1 28 13590d
-14 1 28 12590d
-13 1 28 13590d
-12 1 28 13590d
-11 1 28 14590d
-10 1 28 13590d
-9 1 28 145a0d
-8 1 28 145a0d
-7 1 28 13590d
-6 1 28 13590d
-5 1 28 15590d
-4 1 28 21590d
-3 1 28 175b0d
-2 1 28 155b0d
-16 2 28 12590d
-15 2 28 13590d
-14 2 28 12590d
-13 2 28 14590d
-12 2 28 145a0d
-11 2 28 14590d
-10 2 28 14590d
-9 2 28 145a0d
-8 2 28 145b0d
-7 2 28 145a0d
-6 2 28 16590d
-5 2 28 22590d
-4 2 28 19590d
-3 2 28 135a0d
-2 2 28 145b0d
-1 2 28 145b0d
-16 3 28 13590d
-15 3 28 13590d
-14 3 28 13590d
-13 3 28 145a0d
-12 3 28 145b0d
-11 3 28 145a0d
-10 3 28 14590d
-9 3 28 145a0d
-8 3 28 145a0d
-7 3 28 145a0d
-6 3 28 1a5a0d
-5 3 28 1a590d
-4 3 28 145a0d
-3 3 28 145b0d
-2 3 28 145b0d
-1 3 28 145b0d
-16 4 28 12590d
-15 4 28 145a0d
-14 4 28 14590d
-13 4 28 145a0d
-12 4 28 14590d
-11 4 28 145a0d
-10 4 28 145a0d
-9 4 28 14590d
-8 4 28 17590d
-7 4 28 1b5a0d
-6 4 28 185a0d
-5 4 28 145a0d
-4 4 28 145a0d
-3 4 28 145b0d
-2 4 28 145b0d
-16 5 28 12590d
-15 5 28 135a0d
-14 5 28 145a0d
-13 5 28 145a0d
-12 5 28 14590d
-11 5 28 145a0d
-10 5 28 145a0d
-9 5 28 18590d
-8 5 28 235a0d
-7 5 28 275b0d
-6 5 28 195b0d
-5 5 28 145b0d
-4 5 28 145b0d
-3 5 28 145b0d
-16 6 28 12590d
-15 6 28 145b0d
-14 6 28 145b0d
-13 6 28 145a0d
-12 6 28 145b0d
-11 6 28 145b0d
-7 6 28 315b0d
-16 7 28 12590d
-15 7 28 135a0d
-14 7 28 145b0d
-13 7 28 145b0d
-12 7 28 145b0d
-11 7 28 145b0d
-16 8 28 12590d
-15 8 28 12590d
-14 8 28 145b0d
-13 8 28 145b0d
-12 8 28 145b0d
-16 9 28 12590d
-15 9 28 12590d
-14 9 28 12590d
-13 9 28 145b0d
-12 9 28 145b0d
-16 10 28 12590d
-15 10 28 12590d
-14 10 28 12590d
-13 10 28 12590d
-12 10 28 145b0d
-11 10 28 145b0d
-1 10 28 145b0d
-16 11 28 12590d
-15 11 28 12590d
-14 11 28 12590d
-13 11 28 12590d
-12 11 28 12590d
-11 11 28 12590d
-2 11 28 1a5b0d
-1 11 28 145b0d
-15 12 28 12590d
-14 12 28 12590d
-13 12 28 12590d
-12 12 28 12590d
-2 12 28 145b0d
-1 12 28 145b0d
-14 13 28 12590d
-13 13 28 12590d
-3 13 28 145b0d
-2 13 28 145b0d
-1 13 28 145b0d
-9 14 28 145b0d
-8 14 28 145b0d
-7 14 28 145b0d
-4 14 28 145b0d
-3 14 28 145b0d
-2 14 28 145b0d
-1 14 28 145b0d
-10 15 28 145b0d
-9 15 28 145b0d
-8 15 28 145b0d
-7 15 28 145b0d
-6 15 28 145b0d
-5 15 28 145b0d
-4 15 28 145b0d
-3 15 28 145b0d
-2 15 28 145b0d
-1 15 28 145b0d
-16 0 29 18590d
-15 0 29 14590d
-14 0 29 12590d
-13 0 29 13590d
-12 0 29 13590d
-11 0 29 14590d
-10 0 29 14590d
-9 0 29 135a0d
-8 0 29 135a0d
-7 0 29 12590d
-6 0 29 12590d
-5 0 29 18590d
-4 0 29 255a0d
-3 0 29 325b0d
-2 0 29 275b0d
-1 0 29 1c5b0d
-16 1 29 12590d
-15 1 29 12590d
-14 1 29 12590d
-13 1 29 12590d
-12 1 29 13590d
-11 1 29 13590d
-10 1 29 13590d
-9 1 29 13590d
-8 1 29 135a0d
-7 1 29 13590d
-6 1 29 17590d
-5 1 29 25590d
-4 1 29 315a0d
-3 1 29 275b0d
-2 1 29 1b5b0d
-1 1 29 135b0d
-16 2 29 12590d
-15 2 29 12590d
-14 2 29 12590d
-13 2 29 135a0d
-12 2 29 13590d
-11 2 29 13590d
-10 2 29 13590d
-9 2 29 13590d
-8 2 29 135a0d
-7 2 29 155a0d
-6 2 29 1f590d
-5 2 29 315a0d
-4 2 29 28590d
-3 2 29 1c5a0d
-2 2 29 145b0d
-1 2 29 145b0d
-16 3 29 12590d
-15 3 29 12590d
-14 3 29 13590d
-13 3 29 135a0d
-12 3 29 145a0d
-11 3 29 145a0d
-10 3 29 13590d
-9 3 29 145a0d
-8 3 29 145b0d
-7 3 29 145b0d
-6 3 29 1d5a0d
-5 3 29 245a0d
-4 3 29 1e5a0d
-3 3 29 145a0d
-2 3 29 145b0d
-16 4 29 12590d
-15 4 29 12590d
-14 4 29 13590d
-13 4 29 13590d
-12 4 29 145b0d
-11 4 29 145a0d
-10 4 29 145a0d
-9 4 29 145a0d
-8 4 29 145a0d
-7 4 29 145b0d
-6 4 29 145b0d
-5 4 29 195a0d
-4 4 29 145b0d
-3 4 29 145b0d
-16 5 29 12590d
-15 5 29 12590d
-14 5 29 13590d
-13 5 29 12590d
-12 5 29 145b0d
-11 5 29 145b0d
-10 5 29 145b0d
-9 5 29 145a0d
-8 5 29 155b0d
-7 5 29 185b0d
-6 5 29 145b0d
-5 5 29 155b0d
-4 5 29 145b0d
-16 6 29 12590d
-15 6 29 12590d
-14 6 29 12590d
-13 6 29 145b0d
-12 6 29 145b0d
-11 6 29 145b0d
-10 6 29 145b0d
-9 6 29 145b0d
-8 6 29 175b0d
-7 6 29 1d5b0d
-6 6 29 1a5b0d
-5 6 29 145b0d
-16 7 29 12590d
-15 7 29 12590d
-14 7 29 135a0d
-13 7 29 145b0d
-12 7 29 145b0d
-11 7 29 145b0d
-10 7 29 145b0d
-9 7 29 145b0d
-8 7 29 145b0d
-7 7 29 225b0d
-16 8 29 12590d
-15 8 29 12590d
-14 8 29 12590d
-13 8 29 145b0d
-12 8 29 145b0d
-11 8 29 145b0d
-10 8 29 145b0d
-16 9 29 12590d
-15 9 29 12590d
-14 9 29 12590d
-13 9 29 12590d
-12 9 29 145b0d
-11 9 29 145b0d
-10 9 29 145b0d
-16 10 29 12590d
-15 10 29 12590d
-14 10 29 12590d
-13 10 29 12590d
-12 10 29 12590d
-11 10 29 145b0d
-16 11 29 12590d
-15 11 29 12590d
-14 11 29 12590d
-13 11 29 12590d
-12 11 29 12590d
-11 11 29 12590d
-1 11 29 145b0d
-16 12 29 12590d
-15 12 29 12590d
-14 12 29 12590d
-13 12 29 12590d
-12 12 29 12590d
-3 12 29 145b0d
-2 12 29 145b0d
-1 12 29 145b0d
-14 13 29 12590d
-13 13 29 12590d
-5 13 29 145b0d
-4 13 29 145b0d
-3 13 29 145b0d
-2 13 29 145b0d
-1 13 29 145b0d
-7 14 29 145b0d
-6 14 29 145b0d
-5 14 29 145b0d
-4 14 29 145b0d
-3 14 29 145b0d
-2 14 29 145b0d
-1 14 29 145b0d
-8 15 29 145b0d
-7 15 29 145b0d
-6 15 29 145b0d
-5 15 29 145b0d
-4 15 29 145b0d
-3 15 29 145b0d
-2 15 29 145b0d
-1 15 29 145b0d
-16 0 30 17590d
-15 0 30 12590d
-14 0 30 12590d
-13 0 30 13590d
-12 0 30 19590d
-11 0 30 1f590d
-10 0 30 1c590d
-9 0 30 16590d
-8 0 30 14590d
-7 0 30 12590d
-6 0 30 1c590d
-5 0 30 28590d
-4 0 30 345a0d
-3 0 30 415b0d
-2 0 30 355b0d
-1 0 30 365b0d
-16 1 30 12590d
-15 1 30 12590d
-14 1 30 12590d
-13 1 30 12590d
-12 1 30 12590d
-11 1 30 13590d
-10 1 30 13590d
-9 1 30 12590d
-8 1 30 12590d
-7 1 30 175a0d
-6 1 30 24590d
-5 1 30 355a0d
-4 1 30 415a0d
-3 1 30 375b0d
-2 1 30 2b5b0d
-1 1 30 215b0d
-16 2 30 15590d
-15 2 30 13590d
-14 2 30 12590d
-13 2 30 12590d
-12 2 30 12590d
-11 2 30 12590d
-10 2 30 12590d
-9 2 30 12590d
-8 2 30 13590d
-7 2 30 14590d
-6 2 30 215a0d
-5 2 30 3c5b0d
-4 2 30 385b0d
-3 2 30 2b5b0d
-2 2 30 205b0d
-16 3 30 12590d
-15 3 30 12590d
-14 3 30 12590d
-13 3 30 12590d
-12 3 30 13590d
-11 3 30 12590d
-10 3 30 12590d
-9 3 30 13590d
-8 3 30 135a0d
-7 3 30 135a0d
-6 3 30 1d5b0d
-5 3 30 2a5a0d
-4 3 30 2c5a0d
-3 3 30 255b0d
-16 4 30 12590d
-15 4 30 12590d
-14 4 30 12590d
-13 4 30 12590d
-12 4 30 13590d
-11 4 30 13590d
-10 4 30 145a0d
-9 4 30 14590d
-8 4 30 145b0d
-7 4 30 145b0d
-6 4 30 145b0d
-5 4 30 1b5b0d
-4 4 30 1e5b0d
-3 4 30 1e5b0d
-16 5 30 12590d
-15 5 30 12590d
-14 5 30 12590d
-13 5 30 12590d
-12 5 30 135a0d
-11 5 30 135a0d
-10 5 30 145a0d
-9 5 30 165b0d
-8 5 30 145b0d
-7 5 30 145b0d
-6 5 30 1d5b0d
-5 5 30 1e5b0d
-4 5 30 1a5b0d
-16 6 30 12590d
-15 6 30 12590d
-14 6 30 12590d
-13 6 30 12590d
-12 6 30 12590d
-11 6 30 145b0d
-10 6 30 145b0d
-9 6 30 145b0d
-8 6 30 145b0d
-7 6 30 175b0d
-6 6 30 1f5b0d
-16 7 30 12590d
-15 7 30 12590d
-14 7 30 12590d
-13 7 30 12590d
-12 7 30 135a0d
-11 7 30 145b0d
-10 7 30 145b0d
-9 7 30 145b0d
-8 7 30 145b0d
-7 7 30 155b0d
-16 8 30 12590d
-15 8 30 12590d
-14 8 30 12590d
-13 8 30 12590d
-12 8 30 135a0d
-11 8 30 145b0d
-10 8 30 145b0d
-9 8 30 145b0d
-16 9 30 12590d
-15 9 30 12590d
-14 9 30 12590d
-13 9 30 12590d
-12 9 30 12590d
-11 9 30 145b0d
-10 9 30 145b0d
-16 10 30 12590d
-15 10 30 12590d
-14 10 30 12590d
-13 10 30 12590d
-12 10 30 12590d
-11 10 30 135a0d
-15 11 30 12590d
-14 11 30 12590d
-13 11 30 12590d
-12 11 30 12590d
-15 12 30 12590d
-14 12 30 12590d
-13 12 30 12590d
-14 13 30 12590d
-3 13 30 145b0d
-2 13 30 145b0d
-1 13 30 145b0d
-6 14 30 145b0d
-5 14 30 145b0d
-4 14 30 145b0d
-3 14 30 145b0d
-2 14 30 145b0d
-1 14 30 145b0d
-8 15 30 135b0d
-7 15 30 135b0d
-6 15 30 145b0d
-5 15 30 145b0d
-4 15 30 145b0d
-3 15 30 145b0d
-2 15 30 145b0d
-1 15 30 145b0d
-16 0 31 1f590d
-15 0 31 1f590d
-14 0 31 19590d
-13 0 31 13590d
-12 0 31 18590d
-11 0 31 20590d
-10 0 31 23590d
-9 0 31 1d590d
-8 0 31 19590d
-7 0 31 20590d
-6 0 31 2c5a0d
-5 0 31 385a0d
-4 0 31 425b0d
-3 0 31 425b0d
-2 0 31 425b0d
-1 0 31 405b0d
-16 1 31 18590d
-15 1 31 15590d
-14 1 31 12590d
-13 1 31 12590d
-12 1 31 12590d
-11 1 31 12590d
-10 1 31 14590d
-9 1 31 13590d
-8 1 31 18590d
-7 1 31 1f5a0d
-6 1 31 275a0d
-5 1 31 375b0d
-4 1 31 3a5b0d
-3 1 31 3d5b0d
-2 1 31 3b5b0d
-1 1 31 3c5b0d
-16 2 31 18590d
-15 2 31 17590d
-14 2 31 12590d
-13 2 31 12590d
-12 2 31 12590d
-11 2 31 12590d
-10 2 31 12590d
-9 2 31 12590d
-8 2 31 13590d
-7 2 31 16590d
-6 2 31 1c5b0d
-5 2 31 295b0d
-4 2 31 375b0d
-3 2 31 3b5b0d
-2 2 31 355b0d
-1 2 31 265b0d
-16 3 31 12590d
-15 3 31 14590d
-14 3 31 14590d
-13 3 31 13590d
-12 3 31 12590d
-11 3 31 12590d
-10 3 31 12590d
-9 3 31 12590d
-8 3 31 13590d
-7 3 31 165a0d
-6 3 31 195b0d
-5 3 31 275b0d
-4 3 31 395b0d
-3 3 31 395b0d
-2 3 31 365b0d
-16 4 31 12590d
-15 4 31 12590d
-14 4 31 12590d
-13 4 31 12590d
-12 4 31 12590d
-11 4 31 12590d
-10 4 31 12590d
-9 4 31 12590d
-8 4 31 135a0d
-7 4 31 135a0d
-6 4 31 165b0d
-5 4 31 2b5b0d
-4 4 31 335b0d
-3 4 31 385b0d
-16 5 31 12590d
-15 5 31 12590d
-14 5 31 12590d
-13 5 31 12590d
-12 5 31 12590d
-11 5 31 12590d
-10 5 31 12590d
-9 5 31 145a0d
-8 5 31 135a0d
-7 5 31 155a0d
-6 5 31 2a5b0d
-5 5 31 375b0d
-4 5 31 3a5b0d
-16 6 31 12590d
-15 6 31 12590d
-14 6 31 12590d
-13 6 31 12590d
-12 6 31 12590d
-11 6 31 12590d
-10 6 31 135a0d
-9 6 31 145b0d
-8 6 31 145b0d
-7 6 31 205b0d
-6 6 31 395b0d
-5 6 31 425b0d
-16 7 31 12590d
-15 7 31 12590d
-14 7 31 12590d
-13 7 31 12590d
-12 7 31 12590d
-11 7 31 12590d
-10 7 31 135a0d
-9 7 31 145b0d
-8 7 31 145b0d
-6 7 31 425b0d
-16 8 31 12590d
-15 8 31 12590d
-14 8 31 12590d
-13 8 31 12590d
-12 8 31 12590d
-11 8 31 12590d
-10 8 31 145b0d
-9 8 31 145b0d
-16 9 31 12590d
-15 9 31 12590d
-14 9 31 12590d
-13 9 31 12590d
-12 9 31 12590d
-11 9 31 12590d
-10 9 31 145b0d
-16 10 31 12590d
-15 10 31 12590d
-14 10 31 12590d
-13 10 31 12590d
-12 10 31 12590d
-15 11 31 12590d
-14 11 31 12590d
-13 11 31 12590d
-14 12 31 12590d
-13 12 31 12590d
-9 12 31 135b0d
-8 12 31 135b0d
-7 12 31 135b0d
-9 13 31 135b0d
-8 13 31 135b0d
-7 13 31 135b0d
-8 14 31 135b0d
-7 14 31 135b0d
-3 14 31 145b0d
-2 14 31 145b0d
-6 15 31 145b0d
-5 15 31 145b0d
-4 15 31 145b0d
-3 15 31 145b0d
-2 15 31 145b0d
-4 -3 16 83642b
-3 -3 16 84662c
-5 -2 16 82632a
-4 -2 16 81642a
-3 -2 16 83652b
-2 -2 16 85662b
-6 -1 16 7f622a
-5 -1 16 7e622a
-4 -1 16 80632a
-3 -1 16 83652b
-2 -1 16 85652b
-1 -1 16 85662b
-5 -2 17 80632a
-4 -2 17 7f622a
-3 -2 17 82642a
-2 -2 17 85672c
-6 -1 17 7e612a
-5 -1 17 7c5f29
-4 -1 17 7c6029
-3 -1 17 7e612a
-2 -1 17 81632a
-6 -2 18 7e6129
-5 -2 18 7f612a
-4 -2 18 81642b
-3 -2 18 83642b
-7 -1 18 7a5f29
-6 -1 18 7d6029
-5 -1 18 7e612a
-4 -1 18 80632b
-3 -1 18 80632b
-2 -1 18 82652a
-6 -2 19 7c5f29
-5 -2 19 7c6029
-4 -2 19 81632a
-8 -1 19 81632b
-7 -1 19 7c5f29
-6 -1 19 7b5e29
-5 -1 19 7d6029
-4 -1 19 80622a
-3 -1 19 81642a
-7 -2 20 7c6029
-6 -2 20 7e6129
-5 -2 20 7e612a
-4 -2 20 84652b
-8 -1 20 7c6029
-7 -1 20 80642b
-6 -1 20 80622a
-5 -1 20 83642a
-4 -1 20 82642b
-3 -1 20 89692c
-8 -2 21 716126
-7 -2 21 755e27
-6 -2 21 7b5f29
-5 -2 21 7c6029
-9 -1 21 81632b
-8 -1 21 7b5f29
-7 -1 21 715f25
-6 -1 21 80632b
-5 -1 21 83652a
-4 -1 21 8a6b2e
-3 -1 21 8d6d2e
-8 -4 22 14590d
-8 -3 22 3b5c17
-7 -3 22 335b15
-9 -2 22 766027
-8 -2 22 4e5d1c
-7 -2 22 435d19
-6 -2 22 7e622a
-5 -2 22 81632b
-10 -1 22 7d6129
-9 -1 22 635f22
-8 -1 22 575e1f
-7 -1 22 445d19
-6 -1 22 645f22
-5 -1 22 82642b
-4 -1 22 8d6c2d
-8 -5 23 14590d
-12 -4 23 14590d
-11 -4 23 14590d
-10 -4 23 14590d
-9 -4 23 14590d
-8 -4 23 14590d
-7 -4 23 14590d
-15 -3 23 14590d
-12 -3 23 13590d
-10 -3 23 14590d
-9 -3 23 235a11
-8 -3 23 1f5a10
-7 -3 23 245a11
-10 -2 23 445d1a
-9 -2 23 3c5d17
-8 -2 23 255a11
-7 -2 23 205a10
-6 -2 23 4f5d1d
-10 -1 23 515e1d
-9 -1 23 345c15
-8 -1 23 1b5a0f
-7 -1 23 1c5a0f
-6 -1 23 3e5c18
-5 -1 23 786227
-4 -1 23 8f6e2f
-9 -5 24 14590d
-8 -5 24 14590d
-7 -5 24 14590d
-12 -4 24 13590d
-11 -4 24 14590d
-10 -4 24 14590d
-9 -4 24 14590d
-8 -4 24 14590d
-7 -4 24 14590d
-15 -3 24 14590d
-14 -3 24 14590d
-13 -3 24 13590d
-12 -3 24 13590d
-11 -3 24 14590d
-10 -3 24 14590d
-9 -3 24 14590d
-8 -3 24 14590d
-7 -3 24 19590e
-6 -3 24 205b0f
-16 -2 24 14590d
-15 -2 24 14590d
-14 -2 24 14590d
-13 -2 24 13590d
-12 -2 24 13590d
-11 -2 24 14590d
-10 -2 24 19590e
-9 -2 24 15590d
-8 -2 24 14590d
-7 -2 24 14590d
-6 -2 24 2f5c14
-16 -1 24 14590d
-15 -1 24 14590d
-14 -1 24 13590d
-13 -1 24 13590d
-12 -1 24 13590d
-11 -1 24 19590e
-10 -1 24 1e590f
-9 -1 24 17590d
-8 -1 24 14590d
-7 -1 24 14590d
-6 -1 24 245b11
-5 -1 24 59621f
-4 -1 24 8b6d2d
-7 -6 25 14590d
-11 -5 25 14590d
-10 -5 25 14590d
-9 -5 25 14590d
-8 -5 25 14590d
-7 -5 25 14590d
-12 -4 25 13590d
-11 -4 25 13590d
-10 -4 25 14590d
-9 -4 25 14590d
-8 -4 25 14590d
-7 -4 25 14590d
-6 -4 25 145a0d
-15 -3 25 14590d
-14 -3 25 14590d
-13 -3 25 13590d
-12 -3 25 13590d
-11 -3 25 13590d
-10 -3 25 14590d
-9 -3 25 14590d
-8 -3 25 14590d
-7 -3 25 14590d
-6 -3 25 14590d
-16 -2 25 14590d
-15 -2 25 14590d
-14 -2 25 14590d
-13 -2 25 14590d
-12 -2 25 14590d
-11 -2 25 14590d
-10 -2 25 14590d
-9 -2 25 14590d
-8 -2 25 14590d
-7 -2 25 14590d
-6 -2 25 19590e
-5 -2 25 195a0d
-16 -1 25 14590d
-15 -1 25 14590d
-14 -1 25 13590d
-13 -1 25 13590d
-12 -1 25 13590d
-11 -1 25 15590d
-10 -1 25 14590d
-9 -1 25 14590d
-8 -1 25 14590d
-7 -1 25 14590d
-6 -1 25 14590d
-5 -1 25 2c5b12
-4 -1 25 445e15
-3 -1 25 425b0d
-8 -6 26 14590d
-7 -6 26 14590d
-12 -5 26 12590d
-11 -5 26 13590d
-10 -5 26 14590d
-9 -5 26 14590d
-8 -5 26 14590d
-7 -5 26 14590d
-6 -5 26 18590d
-13 -4 26 13590d
-12 -4 26 13590d
-11 -4 26 13590d
-10 -4 26 14590d
-9 -4 26 14590d
-8 -4 26 14590d
-7 -4 26 14590d
-6 -4 26 17590d
-5 -4 26 225a0d
-16 -3 26 14590d
-15 -3 26 14590d
-14 -3 26 14590d
-13 -3 26 13590d
-12 -3 26 14590d
-11 -3 26 14590d
-10 -3 26 14590d
-9 -3 26 14590d
-8 -3 26 14590d
-7 -3 26 14590d
-6 -3 26 14590d
-5 -3 26 1d5a0d
-4 -3 26 315b0d
-3 -3 26 425b0d
-16 -2 26 14590d
-15 -2 26 13590d
-14 -2 26 14590d
-13 -2 26 14590d
-12 -2 26 14590d
-11 -2 26 13590d
-10 -2 26 14590d
-9 -2 26 14590d
-8 -2 26 14590d
-7 -2 26 14590d
-6 -2 26 14590d
-5 -2 26 185a0d
-4 -2 26 2b5b0d
-3 -2 26 3f5b0d
-2 -2 26 425b0d
-16 -1 26 14590d
-15 -1 26 13590d
-14 -1 26 13590d
-13 -1 26 14590d
-12 -1 26 14590d
-11 -1 26 14590d
-10 -1 26 14590d
-9 -1 26 14590d
-8 -1 26 14590d
-7 -1 26 14590d
-6 -1 26 14590d
-5 -1 26 155a0d
-4 -1 26 265b0d
-3 -1 26 355b0d
-15 -14 27 19590d
-16 -13 27 19590d
-16 -12 27 19590d
-16 -11 27 195a0d
-15 -11 27 195a0d
-16 -10 27 1a5b0d
-16 -9 27 1a5b0d
-12 -6 27 12590d
-13 -5 27 12590d
-12 -5 27 12590d
-11 -5 27 13590d
-10 -5 27 13590d
-9 -5 27 18590d
-8 -5 27 14590d
-5 -5 27 3a5a0d
-14 -4 27 15590d
-13 -4 27 13590d
-12 -4 27 13590d
-11 -4 27 13590d
-10 -4 27 14590d
-9 -4 27 15590d
-8 -4 27 15590d
-7 -4 27 17590d
-6 -4 27 21590d
-5 -4 27 375a0d
-4 -4 27 425b0d
-16 -3 27 14590d
-15 -3 27 14590d
-14 -3 27 14590d
-13 -3 27 14590d
-12 -3 27 14590d
-11 -3 27 13590d
-10 -3 27 14590d
-9 -3 27 14590d
-8 -3 27 16590d
-7 -3 27 18590d
-6 -3 27 1b590d
-5 -3 27 275a0d
-4 -3 27 345b0d
-3 -3 27 385b0d
-16 -2 27 14590d
-15 -2 27 14590d
-14 -2 27 14590d
-13 -2 27 14590d
-12 -2 27 14590d
-11 -2 27 13590d
-10 -2 27 13590d
-9 -2 27 14590d
-8 -2 27 14590d
-7 -2 27 14590d
-6 -2 27 15590d
-5 -2 27 1b5a0d
-4 -2 27 245b0d
-3 -2 27 325b0d
-2 -2 27 425b0d
-16 -1 27 13590d
-15 -1 27 13590d
-14 -1 27 13590d
-13 -1 27 14590d
-12 -1 27 14590d
-11 -1 27 13590d
-10 -1 27 13590d
-9 -1 27 14590d
-8 -1 27 14590d
-7 -1 27 14590d
-6 -1 27 14590d
-5 -1 27 145a0d
-4 -1 27 195b0d
-3 -1 27 295b0d
-2 -1 27 375b0d
-16 -14 28 19590d
-15 -14 28 19590d
-14 -14 28 19590d
-10 -14 28 1c5b0d
-16 -13 28 19590d
-15 -13 28 19590d
-16 -12 28 19590d
-15 -12 28 19590d
-16 -11 28 195a0d
-15 -11 28 1a5b0d
-16 -10 28 1a5b0d
-15 -10 28 1a5b0d
-16 -9 28 1a5b0d
-12 -6 28 13590d
-11 -6 28 13590d
-14 -5 28 17590d
-13 -5 28 12590d
-12 -5 28 12590d
-11 -5 28 13590d
-10 -5 28 13590d
-9 -5 28 29590d
-14 -4 28 17590d
-13 -4 28 14590d
-12 -4 28 12590d
-11 -4 28 12590d
-10 -4 28 14590d
-9 -4 28 1b590d
-8 -4 28 24590d
-5 -4 28 425b0d
-4 -4 28 425b0d
-15 -3 28 15590d
-14 -3 28 17590d
-13 -3 28 15590d
-12 -3 28 14590d
-11 -3 28 12590d
-10 -3 28 13590d
-9 -3 28 14590d
-8 -3 28 1d590d
-7 -3 28 26590e
-6 -3 28 2d5a0d
-5 -3 28 3c5a0d
-4 -3 28 425b0d
-3 -3 28 425b0d
-15 -2 28 15590d
-14 -2 28 14590d
-13 -2 28 14590d
-12 -2 28 14590d
-11 -2 28 13590d
-10 -2 28 13590d
-9 -2 28 13590d
-8 -2 28 14590d
-7 -2 28 17590d
-6 -2 28 1d5a0d
-5 -2 28 255a0d
-4 -2 28 315a0d
-3 -2 28 395b0d
-2 -2 28 3d5b0d
-1 -2 28 425b0d
-15 -1 28 13590d
-14 -1 28 13590d
-13 -1 28 13590d
-12 -1 28 13590d
-11 -1 28 13590d
-10 -1 28 145a0d
-9 -1 28 14590d
-8 -1 28 13590d
-7 -1 28 13590d
-6 -1 28 14590d
-5 -1 28 175a0d
-4 -1 28 1d5a0d
-3 -1 28 265b0d
-2 -1 28 315b0d
-15 -15 29 19590d
-14 -15 29 19590d
-13 -15 29 19590d
-11 -15 29 1c5b0d
-16 -14 29 19590d
-15 -14 29 19590d
-14 -14 29 19590d
-13 -14 29 19590d
-11 -14 29 1a5a0d
-10 -14 29 1c5b0d
-9 -14 29 1c5b0d
-8 -14 29 1c5b0d
-16 -13 29 19590d
-15 -13 29 19590d
-14 -13 29 19590d
-10 -13 29 1c5b0d
-9 -13 29 1c5b0d
-16 -12 29 19590d
-15 -12 29 19590d
-16 -11 29 1a5b0d
-15 -11 29 1a5b0d
